"verbatimScientificName","taxon_name","taxon_authors","LL","UL","IUCN"
"Pedicularis cheilanthifolia Schrenk","Pedicularis cheilanthifolia","Schrenk",750,3750,"NE"
"Euphrasia himalayica Wettst.","Euphrasia himalayica","Wettst.",500,3700,"NE"
"Oxalis debilis Kunth","Oxalis debilis","Kunth",1125,1375,"NE"
"Pedicularis bifida (Buch.-Ham.) Pennell","Pedicularis bifida","(Buch.-Ham. ex D.Don) Pennell",2000,3000,"NE"
"Epipogium aphyllum Sw.","Epipogium aphyllum","Sw.",650,2850,"NE"
"Centranthera nepalensis D. Don","Centranthera nepalensis","D.Don",800,1000,"NE"
"Crepidium acuminatum (D.Don) Szlach.","Crepidium acuminatum","(D.Don) Szlach.",1275,1725,"NE"
"Orobanche alba Stephan ex Willd.","Orobanche alba","Stephan ex Willd.",850,2550,"NE"
"Habenaria furcifera Lindl.","Habenaria furcifera","Lindl.",675,825,"NE"
"Corydalis govaniana Wall.","Corydalis govaniana","Wall.",1200,3600,"NE"
"Satyrium nepalense D.Don","Satyrium nepalense","D.Don",2000,2600,"NE"
"Oreorchis foliosa (Lindl.) Lindl.","Oreorchis foliosa","(Lindl.) Lindl.",1000,3500,"NE"
"Pedicularis tenuirostris Benth.","Pedicularis tenuirostris","Benth.",NA,NA,"NE"
"Leptorhabdos parviflora (Benth.) Benth.","Leptorhabdos parviflora","(Benth.) Benth.",800,2500,"NE"
"Habenaria commelinifolia (Roxb.) Wall. ex Lindl.","Habenaria commelinifolia","(Roxb.) Wall. ex Lindl.",450,750,"NE"
"Sopubia trifida Buch.-Ham. ex D. Don","Sopubia trifida","Buch.-Ham. ex D.Don",1150,2350,"NE"
"Corydalis falconeri Hook. fil. & Thomson","Corydalis falconeri","Hook.f. & Thomson",0,3500,"NE"
"Goodyera fusca (Lindl.) Hook.f.","Goodyera fusca","(Lindl.) Hook.f.",1835,3335,"NE"
"Habenaria pectinata D.Don","Habenaria pectinata","D.Don",1400,1800,"NE"
"Pedicularis brevifolia D. Don","Pedicularis brevifolia","D.Don",250,4250,"NE"
"Pedicularis brunoniana Wall.","Pedicularis gracilis subsp. macrocarpa","(Prain) P.C.Tsoong",NA,NA,"NE"
"Lathraea squamaria L.","Lathraea squamaria","L.",250,2750,"NE"
"Liparis odorata (Willd.) Lindl.","Liparis odorata","(Willd.) Lindl.",1200,1300,"NE"
"Pedicularis mollis Wall. ex Benth.","Pedicularis mollis","Wall. ex Benth.",1000,3500,"NE"
"Corydalis diphylla Wall.","Corydalis diphylla","Wall.",600,2400,"NE"
"Pedicularis lachnoglossa Hook. fil.","Pedicularis lachnoglossa","Hook.f.",652.5,3847.5,"NE"
"Euphrasia schlagintweitii Wettst.","Euphrasia schlagintweitii","Wettst.",350,3350,"NE"
"Pecteilis susannae (L.) Raf.","Pecteilis susannae","(L.) Raf.",850,950,"NE"
"Malaxis muscifera (Lindl.) Kuntze","Malaxis muscifera","(Lindl.) Kuntze",1400,2900,"VU"
"Spiranthes spiralis (L.) Chevall.","Spiranthes spiralis","(L.) Chevall.",500,2000,"NE"
"Vanda testacea (Lindl.) Rchb.f.","Vanda testacea","(Lindl.) Rchb.f.",900,1100,"NE"
"Pedicularis punctata Decne.","Pedicularis punctata","Decne.",800,3200,"NE"
"Ludwigia octovalvis (Jacq.) Raven","Ludwigia octovalvis","(Jacq.) P.H.Raven",650,850,"LC"
"Goodyera biflora (Lindl.) Hook.f.","Goodyera biflora","(Lindl.) Hook.f.",1000,1500,"NE"
"Cymbidium macrorhizon Lindl.","Cymbidium macrorhizon","Lindl.",850,1650,"NE"
"Calanthe puberula Lindl.","Calanthe puberula","Lindl.",1000,2200,"NE"
"Euphrasia paucifolia Wettst.","Euphrasia paucifolia","Wettst.",NA,NA,"NE"
"Cypripedium cordigerum D.Don","Cypripedium cordigerum","D.Don",950,3050,"VU"
"Oreorchis micrantha Lindl.","Oreorchis micrantha","Lindl.",1750,1850,"NE"
"Pedicularis gracilis Wall. ex Benth.","Pedicularis gracilis","Wall. ex Benth.",1200,3000,"NE"
"Zeuxine strateumatica (L.) Schltr.","Zeuxine strateumatica","(L.) Schltr.",520,680,"LC"
"Euphrasia simplex D. Don","Euphrasia simplex","D.Don",750,3250,"NE"
"Ponerorchis chusua (D.Don) So???_","Hemipilia chusua","(D.Don) Y.Tang & H.Peng",1250,3650,"NE"
"Oenothera rosea Aiton","Oenothera rosea","L'Hér. ex Aiton",1200,1300,"NE"
"Ligustrum compactum (Wall. ex G.Don) Hook.f. & Thomson ex Brandis","Ligustrum compactum","(Wall. ex G.Don) Hook.f. & Thomson ex Brandis",1450,1550,"NE"
"Herminium lanceum (Thunb. ex Sw.) Vuijk","Herminium lanceum","(Thunb. ex Sw.) Vuijk",1950,2350,"NE"
"Pedicularis stewartii Pennell","Pedicularis stewartii","Pennell",NA,NA,"NE"
"Buchnera hispida Buch.-Ham. ex D. Don","Buchnera hispida","Buch.-Ham. ex D.Don",700,1700,"NE"
"Epipogium roseum (D.Don) Lindl.","Epipogium roseum","(D.Don) Lindl.",1300,1500,"NE"
"Neottia listeroides Lindl.","Neottia listeroides","Lindl.",800,2800,"NE"
"Euphrasia foliosa Pennell","Euphrasia foliosa","Pennell",NA,NA,"NE"
"Habenaria plantaginea Lindl.","Habenaria plantaginea","Lindl.",300,700,"NE"
"Habenaria intermedia D.Don","Habenaria intermedia","D.Don",750,2250,"NE"
"Eulophia dabia (D.Don) Hochr.","Eulophia dabia","(D.Don) Hochr.",1150,1250,"NE"
"Pinalia leucantha Kuntze","Pinalia leucantha","Kuntze",750,1750,"NE"
"Euphrasia kashmiriana Pugsley","Euphrasia kashmiriana","Pugsley",NA,NA,"NE"
"Cephalanthera longifolia (L.) Fritsch","Cephalanthera longifolia","(L.) Fritsch",1150,2350,"NE"
"Oenothera glazioviana M. Micheli","Oenothera glazioviana","Micheli",1100,1200,"NE"
"Liparis nervosa (Thunb.) Lindl.","Liparis nervosa","(Thunb.) Lindl.",950,1850,"NE"
"Pecteilis gigantea (Sm.) Raf.","Pecteilis gigantea","(Sm.) Raf.",250,1250,"NE"
"Peristylus elisabethae (Duthie) R.K.Gupta","Herminium elisabethae","(Duthie) Tang & F.T.Wang",900,2900,"NE"
"Liparis glossula Rchb.f.","Liparis glossula","Rchb.f.",1250,3050,"NE"
"Peristylus constrictus (Lindl.) Lindl.","Peristylus constrictus","(Lindl.) Lindl.",700,1000,"NE"
"Euphrasia remota Pennell","Euphrasia remota","Pennell",NA,NA,"NE"
"Oenothera biennis L.","Oenothera biennis","L.",700,1700,"NE"
"Euphrasia flabellata Pennell","Euphrasia flabellata","Pennell",NA,NA,"NE"
"Syzygium cumini (L.) Skeels","Syzygium cumini","(L.) Skeels",690,890,"LC"
"Epilobium royleanum Hausskn.","Epilobium royleanum","Hausskn.",1350,2750,"NE"
"Ligustrum sinense Lour.","Ligustrum sinense","Lour.",0,1600,"NE"
"Nervilia gammieana (Hook.f.) Pfitzer","Nervilia gammieana","(Hook.f.) Pfitzer",425,875,"NE"
"Epipactis gigantea Douglas ex Hook.","Epipactis gigantea","Douglas",1000,3000,"LC"
"Epilobium laxum Royle","Epilobium laxum","Royle",1000,3000,"NE"
"Epilobium brevifolium D.Don","Epilobium brevifolium","D.Don",1750,2350,"NE"
"Epipactis veratrifolia Boiss. & Hohen.","Epipactis veratrifolia","Boiss. & Hohen.",1190,1490,"LC"
"Androcorys pugioniformis (Lindl. ex Hook.f.) K.Y.Lang","Herminium pugioniforme","Lindl. ex Hook.f.",750,4250,"NE"
"Epilobium minutiflorum Hausskn.","Epilobium minutiflorum","Hausskn.",825,3725,"LC"
"Epipactis royleana Lindl.","Epipactis royleana","Lindl.",1550,2450,"NE"
"Habenaria arietina Hook.f.","Habenaria arietina","Hook.f.",1130,2630,"NE"
"Herminium monorchis (L.) R.Br.","Herminium monorchis","(L.) R.Br.",850,3750,"NE"
"Epilobium chitralense Raven","Epilobium chitralense","P.H.Raven",NA,NA,"NE"
"Hemipilia cordifolia Lindl.","Hemipilia cordifolia","Lindl.",250,2050,"NE"
"Calanthe tricarinata Lindl.","Calanthe tricarinata","Lindl.",1350,2650,"NE"
"Ligustrum lucidum W.T.Aiton","Ligustrum lucidum","W.T.Aiton",1400,1500,"LC"
"Coelogyne cristata Lindl.","Coelogyne cristata","Lindl.",1450,1950,"NE"
"Gastrochilus distichus (Lindl.) Kuntze","Gastrochilus distichus","(Lindl.) Kuntze",800,2000,"NE"
"Epipactis helleborine (L.) Crantz","Epipactis helleborine","(L.) Crantz",1550,3050,"NE"
"Goodyera repens (L.) R.Br.","Goodyera repens","(L.) R.Br.",1600,2600,"NE"
"Platanthera latilabris Lindl.","Herminium latilabre","(Lindl.) X.H.Jin, Schuit., Raskoti & Lu Q.Huang",1550,2450,"NE"
"Platanthera edgeworthii (Hook.f. ex Collett) R.K.Gupta","Herminium edgeworthii","(Hook.f. ex Collett) X.H.Jin, Schuit., Raskoti & Lu Q.Huang",750,2250,"NE"
"Gymnadenia orchidis Lindl.","Gymnadenia orchidis","Lindl.",1100,3600,"NE"
"Olea europaea L.","Olea europaea","L.",1245,1355,"NE"
"Galeola lindleyana (Hook.f. & Thomson) Rchb.f.","Cyrtosia lindleyana","Hook.f. & Thomson",1300,2300,"NE"
"Eucalyptus bicolor A. Cunn.","Eucalyptus bicolor","A.Cunn. ex Hook.",NA,NA,"NE"
"Brachycorythis obcordata (Lindl. ex Wall.) Summerh.","Brachycorythis obcordata","(Lindl. ex Wall.) Summerh.",750,1250,"NE"
"Fraxinus floribunda Wall.","Fraxinus floribunda","Wall.",1350,1450,"LC"
"Jasminum multiflorum (Burm. f.) Andrews","Jasminum multiflorum","(Burm.f.) Andrews",700,800,"NE"
"Androcorys monophylla (D.Don) Agrawala & H.J.Chowdhery","Herminium monophyllum","(D.Don) P.F.Hunt & Summerh.",1350,2850,"NE"
"Eucalyptus tereticornis Sm.","Eucalyptus tereticornis","Sm.",750,1050,"LC"
"Fraxinus micrantha Lingelsh.","Fraxinus micrantha","Lingelsh.",900,2100,"DD"
"Eucalyptus regnans F. Muell.","Eucalyptus regnans","F.Muell.",NA,NA,"LC"
"Epilobium tibetanum Haussk.","Epilobium tibetanum","Hausskn.",800,3000,"NE"
"Eulophia herbacea Lindl.","Eulophia herbacea","Lindl.",600,1900,"NE"
"Jasminum humile L.","Chrysojasminum humile","(L.) Banfi",1350,2350,"NE"
"Cheirostylis orobanchoides (F.Muell.) D.L.Jones & M.A.Clem.","Cheirostylis orobanchoides","(F.Muell.) D.L.Jones & M.A.Clem.",0,2500,"LC"
"Jasminum officinale L.","Jasminum officinale","L.",1300,1700,"NE"
"Circaea repens Wall.","Circaea repens","Wall. ex Asch. & Magnus",1000,2500,"NE"
"Oenothera tetraptera Cav.","Oenothera tetraptera","Cav.",NA,NA,"NE"
"Epilobium parviflorum Schreb.","Epilobium parviflorum","Schreb.",750,2450,"LC"
"Habenaria marginata Colebr.","Habenaria marginata","Colebr.",800,1200,"NE"
"Cypripedium himalaicum Rolfe","Cypripedium himalaicum","Rolfe",1100,3800,"EN"
"Epilobium hirsutum L.","Epilobium hirsutum","L.",1050,1950,"LC"
"Dienia cylindrostachya Lindl.","Dienia cylindrostachya","Lindl.",1100,2900,"NE"
"Oenothera affinis Camb.","Oenothera affinis","Cambess.",200,2000,"NE"
"Oenothera affinis Camb.","Clarkia amoena subsp. amoena",NA,200,2000,"NE"
"Habenaria digitata Lindl.","Habenaria digitata","Lindl.",700,1100,"NE"
"Dactylorhiza incarnata (L.) So???_","Dactylorhiza incarnata","(L.) Soó",200,2600,"NE"
"Mollugo pentaphylla L.","Trigastrotheca pentaphylla","(L.) Thulin",650,950,"NE"
"Epilobium leiophyllum Haussk.","Epilobium leiophyllum","Hausskn.",150,3650,"NE"
"Epilobium palustre L.","Epilobium palustre","L.",2350,2550,"LC"
"Epilobium latifolium L.","Epilobium latifolium","L.",600,3900,"LC"
"Eucalyptus propinqua Deane & Maiden","Eucalyptus propinqua","H.Deane & Maiden",NA,NA,"LC"
"Raimannia drummondii (Hook.) Rose ex Sprague & Riley","Oenothera drummondii","Hook.",NA,NA,"NE"
"Eucalyptus punctata DC.","Eucalyptus punctata","DC.",NA,NA,"LC"
"Eucalyptus crebra F. Muell.","Eucalyptus crebra","F.Muell.",NA,NA,"LC"
"Fraxinus xanthoxyloides (G.Don) Wall. ex A.DC.","Fraxinus xanthoxyloides","(G.Don) Wall. ex A.DC.",530.5,2969.5,"LC"
"Dactylorhiza hatagirea (D.Don) So???_","Dactylorhiza hatagirea","(D.Don) Soó",1700,2300,"NE"
"Epilobium roseum DC.","Epilobium alpestre","(Jacq.) Krock.",500,2200,"NE"
"Olea paniculata R.Br.","Olea paniculata","R.Br.",771.5,1228.5,"NE"
"Eucalyptus sideroxylon A. Cunn. ex Woolls","Eucalyptus sideroxylon","A.Cunn. ex Woolls",NA,NA,"LC"
"Boerhavia diffusa L.","Boerhavia diffusa","L.",1000,1200,"NE"
"Jasminum mesnyi Hance","Jasminum mesnyi","Hance",1050,1550,"NE"
"Psidium guajava L.","Psidium guajava","L.",788,888,"LC"
"Mirabilis jalapa L.","Mirabilis jalapa","L.",850,1150,"NE"
"Circaea alpina L.","Circaea alpina","L.",1250,2850,"NE"
"Jasminum arborescens Roxb.","Jasminum arborescens","Roxb.",650,850,"NE"
"Eucalyptus longifolia Link","Eucalyptus longifolia","Link",NA,NA,"VU"
"Boerhavia chinensis (L.) Rottb.","Commicarpus chinensis","(L.) Heimerl",300,700,"NE"
"Epilobium angustifolium L.","Epilobium angustifolium","L.",2007.5,2107.5,"LC"
"Epilobium speciosum Decne.","Epilobium speciosum","Decne.",300,3900,"NE"
"Calanthe plantaginea Lindl.","Calanthe plantaginea","Lindl.",1450,2250,"NE"
"Eucalyptus risdonii Hook. f.","Eucalyptus risdonii","Hook.f.",NA,NA,"VU"
"Jasminum dispermum Wall.","Jasminum dispermum","Wall.",850,1850,"NE"
"Eucalyptus pauciflora Sieber ex Sprengel","Eucalyptus pauciflora","Sieber ex Spreng.",NA,NA,"NT"
"Syringa emodi Wall. ex Royle","Syringa emodi","Wall. ex Royle",800,2800,"NE"
"Fraxinus excelsior L.","Fraxinus excelsior","L.",750,1950,"NT"
"Musa paradisiaca NA","Musa × paradisiaca","L.",400,800,"NE"
"Olea ferruginea Wall. ex Aitch.","Olea europaea subsp. cuspidata","(Wall. & G.Don) Cif.",1000,1500,"NE"
"Olea ferruginea Wall. ex Aitch.","Olea europaea subsp. europaea",NA,1000,1500,"NE"
"Syringa vulgaris L.","Syringa vulgaris","L.",0,1700,"LC"
"Circaea cordata Royle","Circaea cordata","Royle",650,2750,"NE"
"Eucalyptus goniocalyx F. Muell. ex Miq.","Eucalyptus goniocalyx","F.Muell. ex Miq.",NA,NA,"VU"
"Myrica esculenta Buch.-Ham. ex D. Don","Myrica esculenta","Buch.-Ham. ex D.Don",700,1600,"NE"
"Chionanthus ramiflorus Roxb.","Chionanthus ramiflorus","Roxb.",950,1050,"NE"
"Musa balbisiana Colla","Musa balbisiana","Colla",650,850,"LC"
"Aerides multiflora Roxb.","Aerides multiflora","Roxb.",950,1050,"NE"
"Ficus benjamina L.","Ficus benjamina","L.",559.5,659.5,"LC"
"Moringa oleifera Lam.","Moringa oleifera","Lam.",550,650,"LC"
"Sida rhombifolia L.","Sida rhombifolia","L.",950,1050,"NE"
"Eucalyptus oreades R. Baker","Eucalyptus oreades","R.T.Baker",NA,NA,"LC"
"Eucalyptus melanophloia F. Muell.","Eucalyptus melanophloia","F.Muell.",NA,NA,"LC"
"Syzygium venosum DC.","Syzygium venosum","DC.",600,900,"NE"
"Oxybaphus himalaicus Edgew.","Mirabilis himalaica","(Edgew.) Heimerl",1200,2800,"NE"
"Epilobium amurense Hausskn.","Epilobium amurense","Hausskn.",1500,2100,"NE"
"Nyctanthes arbor-tristis L.","Nyctanthes arbor-tristis","L.",650,850,"NE"
"Ficus pumila L.","Ficus pumila","L.",471.5,928.5,"NE"
"Epilobium cylindricum D. Don","Epilobium cylindricum","D.Don",2000,2200,"NE"
"Myrtus communis L.","Myrtus communis","L.",NA,NA,"LC"
"Eucalyptus resinifera Sm.","Eucalyptus resinifera","J.White",NA,NA,"LC"
"Aletris pauciflora (Klotzsch) Hand.-Mazz.","Aletris pauciflora","(Klotzsch) Hand.-Mazz.",1700,3200,"NE"
"Eucalyptus drepanophylla F. Muell. ex Benth.","Eucalyptus drepanophylla","F.Muell. ex Benth.",NA,NA,"LC"
"Eucalyptus polyanthemos Schauer","Eucalyptus polyanthemos","S.Schauer",NA,NA,"NT"
"Eucalyptus obliqua NA","Eucalyptus obliqua","L'Hér.",NA,NA,"NT"
"Eucalyptus obliqua NA","Eucalyptus obliqua","L'Hér.",NA,NA,"NT"
"Epilobium williamsii Raven","Epilobium williamsii","P.H.Raven",775,4125,"NE"
"Jasminum parkeri Dunn","Chrysojasminum parkeri","(Dunn) Banfi",NA,NA,"NE"
"Morus macroura Miq.","Morus macroura","Miq.",900,1100,"LC"
"Ficus hederacea Roxb.","Ficus hederacea","Roxb.",1300,1400,"NE"
"Ficus racemosa L.","Ficus racemosa","L.",800,900,"LC"
"Eucalyptus pulchella Desf.","Eucalyptus pulchella","Desf.",NA,NA,"NT"
"Toona ciliata M. Roem.","Toona ciliata","M.Roem.",1350,1450,"LC"
"Ficus auriculata Lour.","Ficus auriculata","Lour.",1000,1200,"LC"
"Corymbia maculata (Hook.) K.D.Hill & L.A.S.Johnson","Corymbia maculata","(Hook.) K.D.Hill & L.A.S.Johnson",NA,NA,"LC"
"Melia azedarach L.","Melia azedarach","L.",1110,1210,"LC"
"Eucalyptus camaldulensis Dehnh.","Eucalyptus camaldulensis","Dehnh.",NA,NA,"NT"
"Morus alba L.","Morus alba","L.",1200,1300,"NE"
"Ficus virens W. T. Aiton","Ficus virens","Aiton",1300,1400,"LC"
"Eucalyptus saligna Sm.","Eucalyptus saligna","Sm.",NA,NA,"LC"
"Ficus arnottiana (Miq.) Miq.","Ficus arnottiana","(Miq.) Miq.",600,900,"NE"
"Ficus sarmentosa Buch. ex J.E. Smith","Ficus sarmentosa","Buch.-Ham. ex Sm.",1150,1550,"NE"
"Bougainvillea glabra Choisy","Bougainvillea glabra","Choisy",750,950,"LC"
"Abelmoschus esculentus (L.) Moench","Abelmoschus esculentus","(L.) Moench",850,950,"NE"
"Eucalyptus ovata Labill.","Eucalyptus ovata","Labill.",NA,NA,"VU"
"Ficus religiosa L.","Ficus religiosa","L.",725,875,"NE"
"Artocarpus lacucha Buchanan-Hamilton ex D. Don","Artocarpus lacucha","Buch.-Ham.",750,850,"NE"
"Eucalyptus viminalis Labill.","Eucalyptus viminalis","Labill.",NA,NA,"NT"
"Morus serrata Roxb.","Morus serrata","Roxb.",871.5,1871.5,"NE"
"Urena lobata L.","Urena lobata","L.",940,1040,"LC"
"Eucalyptus globulus Labill.","Eucalyptus globulus","Labill.",NA,NA,"LC"
"Ficus rumphii Bl.","Ficus rumphii","Blume",600,800,"NE"
"Ficus palmata Forssk.","Ficus palmata","Forssk.",1393.5,1606.5,"NE"
"Jasminum grandiflorum L.","Jasminum grandiflorum","L.",1169.5,1269.5,"NE"
"Eucalyptus moluccana Roxb.","Eucalyptus moluccana","Roxb.",NA,NA,"VU"
"Eucalyptus melliodora A. Cunn. ex Schauer","Eucalyptus melliodora","A.Cunn. ex S.Schauer",NA,NA,"VU"
"Trillium govanianum Wall. ex D.Don","Trillium govanianum","Wall. ex D.Don",750,3250,"EN"
"Morus australis Poir.","Broussonetia papyrifera","(L.) L'Hér. ex Vent.",1250,1350,"NE"
"Triumfetta rhomboidea Jacq.","Triumfetta rhomboidea","Jacq.",1300,1400,"NE"
"Modiola caroliniana (L.) G. Don fil.","Modiola caroliniana","(L.) G.Don",400,1600,"NE"
"Kydia calycina Roxb.","Kydia calycina","Roxb.",650,750,"LC"
"Ficus carica L.","Ficus carica","L.",300,700,"LC"
"Ficus elastica Roxb.","Ficus elastica","Roxb. ex Hornem.",700,800,"NE"
"Streblus asper Lour.","Streblus asper","Lour.",950,1050,"LC"
"Broussonetia papyrifera (L.) Vent.","Broussonetia papyrifera","(L.) L'Hér. ex Vent.",850,950,"LC"
"Glinus lotoides L.","Glinus lotoides","L.",950,1050,"LC"
"Ficus neriifolia Smith","Ficus neriifolia","Sm.",1300,1400,"NE"
"Ficus neriifolia Smith","Ficus salicifolia","Vahl",1300,1400,"NE"
"Tinospora sinensis (Lour.) Merr.","Tinospora sinensis","(Lour.) Merr.",650,750,"NE"
"Corymbia eximia (Schauer) K.D.Hill & L.A.S.Johnson","Corymbia eximia","(Schauer) K.D.Hill & L.A.S.Johnson",NA,NA,"LC"
"Nelumbo nucifera Gaertn.","Nelumbo nucifera","Gaertn.",562,962,"NE"
"Callistemon citrinus (Curtis) Skeels","Melaleuca citrina","(Curtis) Dum.Cours.",300,600,"NE"
"Tulipa clusiana Redout??????","Tulipa clusiana","Redouté",1450,1850,"NE"
"Ficus subincisa Buch. ex J.E. Smith","Ficus subincisa","Buch.-Ham. ex Sm.",1050,1150,"LC"
"Triumfetta annua L.","Triumfetta annua","L.",950,1250,"NE"
"Tilia europaea NA","Tilia × europaea","L.",NA,NA,"NE"
"Sida cordata (Burm. fil.) Borss. Waalk.","Sida cordata","(Burm.f.) Borss.Waalk.",1068,1372,"NE"
"Artocarpus heterophyllus Lam.","Artocarpus heterophyllus","Lam.",350,450,"NE"
"Ficus semicordata Buch. ex J.E. Smith","Ficus elmeri","Merr.",850,1050,"LC"
"Ficus semicordata Buch. ex J.E. Smith","Ficus semicordata","Buch.-Ham. ex Sm.",850,1050,"LC"
"Stephania glabra (Roxb.) Miers","Stephania rotunda","Lour.",1200,1300,"NE"
"Toona sinensis (A. Juss.) M. Roem.","Toona sinensis","(A.Juss.) M.Roem.",800,2000,"LC"
"Cissampelos pareira L.","Cissampelos pareira","L.",1050,1150,"NE"
"Tilia platyphyllos Scop.","Tilia platyphyllos","Scop.",NA,NA,"LC"
"Hibiscus syriacus L.","Hibiscus syriacus","L.",1000,1300,"NE"
"Hibiscus vitifolius L.","Hibiscus vitifolius","L.",1700,2100,"NE"
"Abutilon persicum (Burm. fil.) Merr.","Abutilon persicum","(Burm.f.) Merr.",600,900,"NE"
"Abutilon indicum (L.) Sweet","Abutilon indicum","(L.) Sweet",900,1100,"NE"
"Martynia annua L.","Martynia annua","L.",1100,1400,"NE"
"Nymphoides cristata (Roxb.) Kuntze","Nymphoides cristata","(Roxb.) Kuntze",0,100,"LC"
"Azadirachta indica A. Juss.","Azadirachta indica","A.Juss.",1110,1210,"LC"
"Osbeckia chinensis L.","Osbeckia chinensis","L.",687.5,837.5,"NE"
"Tinospora glabra (Burm. fil.) Merrill","Tinospora glabra","(Burm.f.) Merr.",300,700,"NE"
"Stephania elegans Hook. fil. & Thoms.","Stephania elegans","Hook.f. & Thomson",1043,1243,"NE"
"Paris polyphylla Sm.","Paris polyphylla","Sm.",1350,2650,"VU"
"Ficus benghalensis L.","Ficus benghalensis","L.",800,900,"NE"
"Ficus heterophylla L. fil.","Ficus heterophylla","L.f.",450,550,"NE"
"Ficus heterophylla L. fil.","Ficus ulmifolia","Lam.",450,550,"NE"
"Callistemon viminalis (Sol. ex Gaertn.) G.Don","Melaleuca viminalis","(Sol. ex Gaertn.) Byrnes",550,950,"NE"
"Sida cordifolia L.","Sida cordifolia","L.",1440,1560,"NE"
"Vigna radiata (L.) R.Wilczek","Vigna radiata","(L.) R.Wilczek",850,1650,"LC"
"Hibiscus cannabinus L.","Hibiscus cannabinus","L.",400,600,"NE"
"Grewia tenax (Forssk.) Fiori","Grewia tenax","(Forssk.) Fiori",200,600,"LC"
"Althaea officinalis L.","Althaea officinalis","L.",NA,NA,"NE"
"Grewia serrulata DC.","Grewia serrulata","DC.",650,850,"NE"
"Korthalsella opuntia (Thunb.) Merr.","Dendrophthora opuntioides","(L.) Eichler",650,2150,"NE"
"Triumfetta pilosa Roth","Triumfetta pilosa","Roth",848,1152,"NE"
"Pterospermum acerifolium (L.) Willd.","Pterospermum acerifolium","(L.) Willd.",700,800,"LC"
"Nymphoides indica (L.) Kuntze","Nymphoides indica","(L.) Kuntze",300,700,"LC"
"Mitreola pedicellata Benth.","Mitreola pedicellata","Benth.",800,1200,"NE"
"Malva parviflora L.","Malva parviflora","L.",1650,1850,"NE"
"Malva neglecta Wallr.","Malva neglecta","Wallr.",900,2100,"NE"
"Malvastrum coromandelianum (L.) Garcke","Malvastrum coromandelianum","(L.) Garcke",400,800,"NE"
"Melochia corchorifolia L.","Melochia corchorifolia","L.",650,850,"LC"
"Hibiscus rosa-sinensis L.","Hibiscus rosa-sinensis","L.",450,750,"NE"
"Cocculus laurifolius DC.","Cocculus laurifolius","DC.",1098,1402,"NE"
"Lavatera kashmiriana (Cambess.) Mast.","Malva cachemiriana","(Cambess.) Alef.",1550,2050,"NE"
"Cocculus hirsutus (L.) Diels","Cocculus hirsutus","(L.) W.Theob.",348,652,"NE"
"Osbeckia stellata Buch.-Ham. ex D. Don","Osbeckia stellata","Buch.-Ham. ex D.Don",1200,1400,"NE"
"Sonerila erecta Jack","Sonerila erecta","Jack",700,1100,"NE"
"Sida acuta Burm. fil.","Sida acuta","Burm.f.",1250,1450,"NE"
"Thespesia lampas (Cav.) Dalzell & A. Gibson","Azanza lampas","(Cav.) Alef.",700,800,"NE"
"Ficus hispida L. fil.","Ficus hispida","L.f.",600,700,"LC"
"Ficus hispida L. fil.","Ficus ulmifolia","Lam.",600,700,"LC"
"Malva sylvestris L.","Malva sylvestris","L.",1625,2025,"NE"
"Trigonella fimbriata Benth.","Trigonella emodi","Benth.",1050,2850,"LC"
